Symbol,Name,Country,IPO Year,Sector,Industry
PCG^G,Pacific Gas & Electric Co. 4.80% 1st Preferred Stock,United States,,,
PCG^H,Pacific Gas & Electric Co. 4.50% 1st Preferred Stock,United States,,,
PCG^I,Pacific Gas & Electric Co. 4.36% 1st Preferred Stock,United States,,,
PCH,PotlatchDeltic Corporation Common Stock,United States,,Real Estate,Real Estate Investment Trusts
PCK,Pimco California Municipal Income Fund II Common Shares of Beneficial Interest,United States,2002,Finance,Trusts Except Educational Religious and Charitable
PCM,PCM Fund Inc. Common Stock,United States,1993,Finance,Trusts Except Educational Religious and Charitable
PCN,Pimco Corporate & Income Strategy Fund Common Stock,United States,2001,Finance,Investment Managers
PCOR,Procore Technologies Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
PCQ,PIMCO California Municipal Income Fund Common Stock,United States,2001,Finance,Investment Managers
PCRX,Pacira BioSciences Inc. Common Stock,United States,2011,Health Care,Biotechnology: Pharmaceutical Preparations
PCSA,Processa Pharmaceuticals Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PCT,PureCycle Technologies Inc. Common stock,United States,,Utilities,Environmental Services
PCTTU,PureCycle Technologies Inc. Unit,United States,,Utilities,Environmental Services
PCTTW,PureCycle Technologies Inc. Warrant,United States,,Utilities,Environmental Services
PCTY,Paylocity Holding Corporation Common Stock,United States,2014,Technology,Computer Software: Prepackaged Software
PCVX,Vaxcyte Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
PCYO,Pure Cycle Corporation Common Stock,United States,,Utilities,Water Supply
PD,PagerDuty Inc. Common Stock,United States,2019,Technology,Computer Software: Prepackaged Software
PDCO,Patterson Companies Inc. Common Stock,United States,1992,Health Care,Medical Specialities
PDD,PDD Holdings Inc. American Depositary Shares,China,2018,Consumer Discretionary,Business Services
PDEX,Pro-Dex Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
PDFS,PDF Solutions Inc. Common Stock,United States,2001,Technology,EDP Services
PDI,PIMCO Dynamic Income Fund Common Stock,United States,2012,Finance,Trusts Except Educational Religious and Charitable
PDLB,Ponce Financial Group Inc. Common Stock,United States,2017,,
PDM,Piedmont Office Realty Trust Inc. Class A Common Stock,United States,,Real Estate,Building operators
PDO,PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest,United States,2021,Finance,Trusts Except Educational Religious and Charitable
PDS,Precision Drilling Corporation Common Stock,Canada,,Energy,Oil & Gas Production
PDSB,PDS Biotechnology Corporation Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
PDT,John Hancock Premium Dividend Fund,United States,,Finance,Finance Companies
PDX,PIMCO Dynamic Income Strategy Fund Common Shares of Beneficial Interest,,2019,Finance,Finance/Investors Services
PEAK,Healthpeak Properties Inc. Common Stock,United States,,Real Estate,Real Estate Investment Trusts
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,United States,2009,Real Estate,Real Estate Investment Trusts
PEB^E,Pebblebrook Hotel Trust 6.375% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,,
PEB^F,Pebblebrook Hotel Trust 6.3% Series F Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,,
PEB^G,Pebblebrook Hotel Trust 6.375% Series G Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,,
PEB^H,Pebblebrook Hotel Trust 5.700% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,,
PEBK,Peoples Bancorp of North Carolina Inc. Common Stock,United States,,Finance,Major Banks
PEBO,Peoples Bancorp Inc. Common Stock,United States,,Finance,Major Banks
PECO,Phillips Edison & Company Inc. Common Stock,United States,2021,Real Estate,Real Estate Investment Trusts
PED,Pedevco Corp. Common Stock,United States,,Energy,Oil & Gas Production
PEG,Public Service Enterprise Group Incorporated Common Stock,United States,,Consumer Staples,Meat/Poultry/Fish
PEGA,Pegasystems Inc. Common Stock,United States,1996,Technology,EDP Services
PEGR,Project Energy Reimagined Acquisition Corp. Class A Ordinary Share,United States,2021,Finance,Blank Checks
PEGY,Pineapple Energy Inc. Common Stock,United States,,Industrials,Metal Fabrications
PEN,Penumbra Inc. Common Stock,United States,2015,Health Care,Medical/Dental Instruments
PENN,PENN Entertainment Inc. Common Stock,United States,1994,Consumer Discretionary,Hotels/Resorts
PEO,Adams Natural Resources Fund Inc. Common Stock,United States,,Finance,Finance/Investors Services
PEP,PepsiCo Inc. Common Stock,United States,,Consumer Staples,Beverages (Production/Distribution)
PEPG,PepGen Inc. Common Stock,United States,2022,Health Care,Biotechnology: Pharmaceutical Preparations
PEPLW,PepperLime Health Acquisition Corporation Warrrant,United States,2021,Finance,Blank Checks
PERF,Perfect Corp. Class A Ordinary Share,Taiwan,2022,Technology,Computer Software: Prepackaged Software
PERI,Perion Network Ltd. Ordinary Shares,Israel,2006,Technology,EDP Services
PESI,Perma-Fix Environmental Services Inc. Common Stock,United States,,Utilities,Environmental Services
PET,Wag! Group Co. Common Stock,United States,2021,Technology,EDP Services
PETQ,PetIQ Inc. Class A Common Stock,United States,2017,Health Care,Other Pharmaceuticals
PETS,PetMed Express Inc. Common Stock,United States,,Consumer Staples,Retail-Drug Stores and Proprietary Stores
PETV,PetVivo Holdings Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
PETVW,PetVivo Holdings Inc. Warrant,United States,,Health Care,Medical/Dental Instruments
PETWW,Wag! Group Co Warrant,United States,2021,Technology,EDP Services
PETZ,TDH Holdings Inc. Common Shares,China,2017,Industrials,Steel/Iron Ore
PEV,Phoenix Motor Inc. Common Stock,United States,2022,Consumer Discretionary,Auto Manufacturing
PFBC,Preferred Bank Common Stock,United States,,Finance,Major Banks
PFC,Premier Financial Corp. Common Stock,United States,,Finance,Major Banks
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated,United States,1991,Finance,Investment Managers
PFE,Pfizer Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PFG,Principal Financial Group Inc Common Stock,United States,2001,Finance,Accident &Health Insurance
PFGC,Performance Food Group Company Common Stock,United States,2015,Consumer Discretionary,Food Distributors
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060,United States,2020,Finance,Life Insurance
PFIE,Profire Energy Inc. Common Stock,United States,,Industrials,Metal Fabrications
PFIS,Peoples Financial Services Corp. Common Stock,United States,,Finance,Major Banks
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,United States,2003,Finance,Finance Companies
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,United States,2022,Finance,Finance/Investors Services
PFMT,Performant Financial Corporation Common Stock,United States,2012,Consumer Discretionary,Other Consumer Services
PFN,PIMCO Income Strategy Fund II,United States,2004,Finance,Finance/Investors Services
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,United States,1992,Finance,Finance Companies
PFS,Provident Financial Services Inc Common Stock,United States,2003,Finance,Savings Institutions
PFSI,PennyMac Financial Services Inc. Common Stock,United States,2013,Finance,Finance: Consumer Services
PFTA,Perception Capital Corp. III Class A Ordinary Share,United States,2021,Finance,Blank Checks
PFTAU,Perception Capital Corp. III Unit,United States,2021,Finance,Blank Checks
PFX,PhenixFIN Corporation Common Stock,United States,,Finance,Finance: Consumer Services
PFXNZ,PhenixFIN Corporation  5.25% Notes due 2028,United States,,Finance,Finance: Consumer Services
PG,Procter & Gamble Company (The) Common Stock,United States,,Consumer Discretionary,Package Goods/Cosmetics
PGC,Peapack-Gladstone Financial Corporation Common Stock,United States,,Finance,Commercial Banks
PGEN,Precigen Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PGNY,Progyny Inc. Common Stock,United States,2019,Health Care,Misc Health and Biotechnology Services
PGP,Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,United States,2005,Finance,Finance Companies
PGR,Progressive Corporation (The) Common Stock,United States,,Finance,Property-Casualty Insurers
PGRE,Paramount Group Inc. Common Stock,United States,2014,Real Estate,Real Estate Investment Trusts
PGRU,PropertyGuru Group Limited Ordinary Shares,,2022,Technology,EDP Services
PGSS,Pegasus Digital Mobility Acquisition Corp. Class A Ordinary Shares,,2021,Finance,Blank Checks
PGTI,PGT Innovations Inc.,United States,2006,Industrials,Building Products
PGY,Pagaya Technologies Ltd. Class A Ordinary Shares,Israel,,Finance,Finance: Consumer Services
PGYWW,Pagaya Technologies Ltd. Warrants,Israel,,Finance,Finance: Consumer Services
PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest,,2013,Finance,Investment Managers
PH,Parker-Hannifin Corporation Common Stock,United States,,Industrials,Metal Fabrications
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,Netherlands,,Health Care,Biotechnology: Pharmaceutical Preparations
PHAT,Phathom Pharmaceuticals Inc. Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
PHD,Pioneer Floating Rate Fund Inc.,United States,2004,Finance,Investment Managers
PHG,Koninklijke Philips N.V. NY Registry Shares,Netherlands,,Health Care,Medical Electronics
PHGE,BiomX Inc. COmmon Stock,,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PHI,PLDT Inc. Sponsored ADR,Philippines,,Telecommunications,Telecommunications Equipment
PHIN,PHINIA Inc. Common Stock,United States,2023,,
PHIO,Phio Pharmaceuticals Corp. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PHK,Pimco High Income Fund,United States,2003,Finance,Finance/Investors Services
PHM,PulteGroup Inc. Common Stock,United States,,Consumer Discretionary,Homebuilding
PHR,Phreesia Inc. Common Stock,United States,2019,Consumer Discretionary,Business Services
PHT,Pioneer High Income Fund Inc.,United States,,Finance,Investment Managers
PHUN,Phunware Inc. Common Stock,Greece,2016,Technology,EDP Services
PHVS,Pharvaris N.V. Ordinary Shares,Netherlands,2021,Health Care,Biotechnology: Pharmaceutical Preparations
PHX,PHX Minerals Inc. Common Stock,United States,2003,Energy,Oil & Gas Production
PHXM,PHAXIAM Therapeutics S.A.. American Depositary Shares,France,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PHYT,Pyrophyte Acquisition Corp. Class A Ordinary Shares,,2021,Finance,Blank Checks
PI,Impinj Inc. Common Stock,United States,2016,Technology,Industrial Machinery/Components
PII,Polaris Inc. Common Stock,United States,,Consumer Discretionary,Industrial Specialties
PIII,P3 Health Partners Inc. Class A Common Stock,United States,2021,Health Care,Medical/Nursing Services
PIIIW,P3 Health Partners Inc. Warrant,United States,2021,Health Care,Medical/Nursing Services
PIK,Kidpik Corp. Common Stock,United States,2021,Consumer Discretionary,Catalog/Specialty Distribution
PIM,Putnam Master Intermediate Income Trust Common Stock,United States,1988,Finance,Finance Companies
PINC,Premier Inc. Class A Common Stock,United States,2013,Consumer Discretionary,Other Consumer Services
PINE,Alpine Income Property Trust Inc. Common Stock,United States,2019,Real Estate,Real Estate Investment Trusts
PINS,Pinterest Inc. Class A Common Stock,United States,2019,Technology,Computer Software: Programming Data Processing
PIPR,Piper Sandler Companies Common Stock,United States,,Finance,Investment Bankers/Brokers/Service
PIRS,Pieris Pharmaceuticals Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PIXY,ShiftPixy Inc. Common Stock,United States,2017,Consumer Discretionary,Diversified Commercial Services
PJT,PJT Partners Inc. Class A Common Stock,United States,2015,Finance,Investment Managers
PK,Park Hotels & Resorts Inc. Common Stock ,United States,2016,Consumer Discretionary,Hotels/Resorts
PKBK,Parke Bancorp Inc. Common Stock,United States,,Finance,Major Banks
PKE,Park Aerospace Corp. Common Stock,United States,,,
PKG,Packaging Corporation of America Common Stock,United States,2000,Consumer Discretionary,Containers/Packaging
PKOH,Park-Ohio Holdings Corp. Common Stock,United States,,Industrials,Office Equipment/Supplies/Services
PKST,Peakstone Realty Trust Common Shares,United States,2023,Real Estate,Real Estate Investment Trusts
PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock),South Korea,1994,Industrials,Steel/Iron Ore
PL,Planet Labs PBC Class A Common Stock,United States,2021,Industrials,Aerospace
PLAB,Photronics Inc. Common Stock,United States,1987,Technology,Semiconductors
PLAG,Planet Green Holdings Corp. Common Stock,China,,Consumer Staples,Packaged Foods
PLAO,Patria Latin American Opportunity Acquisition Corp. Class A Ordinary Shares,Cayman Islands,2022,Finance,Blank Checks
PLAY,Dave & Buster's Entertainment Inc. Common Stock,United States,2014,Consumer Discretionary,Restaurants
PLBC,Plumas Bancorp,United States,,Finance,Finance Companies
PLBY,PLBY Group Inc. Common Stock,United States,2020,Consumer Discretionary,Recreational Games/Products/Toys
PLCE,Children's Place Inc. (The) Common Stock,United States,1997,Consumer Discretionary,Clothing/Shoe/Accessory Stores
PLD,Prologis Inc. Common Stock,United States,,Real Estate,Real Estate Investment Trusts
PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada),Canada,,Basic Materials,Precious Metals
PLL,Piedmont Lithium Inc. Common Stock,United States,,Basic Materials,Other Metals and Minerals
PLMIW,Plum Acquisition Corp. I Warrant,United States,2021,Finance,Blank Checks
PLMR,Palomar Holdings Inc. Common stock,United States,2019,Finance,Property-Casualty Insurers
PLNT,Planet Fitness Inc. Common Stock,United States,2015,Consumer Discretionary,Hotels/Resorts
PLOW,Douglas Dynamics Inc. Common Stock,United States,2010,Industrials,Construction/Ag Equipment/Trucks
PLPC,Preformed Line Products Company Common Stock,United States,,Industrials,Water Sewer Pipeline Comm & Power Line Construction
PLRX,Pliant Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
PLSE,Pulse Biosciences Inc Common Stock (DE),United States,2016,Health Care,Medical/Dental Instruments
PLTK,Playtika Holding Corp. Common Stock,Israel,2021,Technology,EDP Services
PLTN,Plutonian Acquisition Corp. Common Stock,United States,2023,Finance,Blank Checks
PLTNR,Plutonian Acquisition Corp. Rights,United States,2023,Finance,Blank Checks
PLTR,Palantir Technologies Inc. Class A Common Stock,United States,2020,Technology,Retail: Computer Software & Peripheral Equipment
PLUG,Plug Power Inc. Common Stock,United States,1999,Energy,Industrial Machinery/Components
PLUR,Pluri Inc. Common Stock,Israel,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PLUS,ePlus inc. Common Stock,United States,1996,Technology,Retail: Computer Software & Peripheral Equipment
PLX,Protalix BioTherapeutics Inc. (DE) Common Stock,Israel,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PLXS,Plexus Corp. Common Stock,United States,,Technology,Electrical Products
PLYA,Playa Hotels & Resorts N.V. Ordinary Shares,Netherlands,,Consumer Discretionary,Hotels/Resorts
PLYM,Plymouth Industrial REIT Inc. Common Stock,United States,2017,Real Estate,Real Estate Investment Trusts
PM,Philip Morris International Inc Common Stock,United States,,Health Care, Medicinal Chemicals and Botanical Products 
PMCB,PharmaCyte  Biotech Inc. Common Stock,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PMD,Psychemedics Corporation,United States,,Health Care,Medical Specialities
PMEC,Primech Holdings Ltd. Ordinary Shares,Singapore,2023,,
PMF,PIMCO Municipal Income Fund Common Stock,United States,2001,Finance,Finance/Investors Services
PMGM,Priveterra Acquisition Corp. II Class A Common Stock,United States,2021,Finance,Blank Checks
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest,United States,2002,Finance,Investment Managers
PMM,Putnam Managed Municipal Income Trust Common Stock,United States,1989,Finance,Investment Managers
PMN,ProMIS Neurosciences Inc. Common Shares (ON),Canada,,Health Care,Biotechnology: Pharmaceutical Preparations
PMO,Putnam Municipal Opportunities Trust Common Stock,United States,1993,Finance,Finance Companies
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,United States,2009,Real Estate,Real Estate Investment Trusts
PMT^A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,,
PMT^B,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,,
PMT^C,PennyMac Mortgage Investment Trust 6.75% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,,
PMTS,CPI Card Group Inc. Common Stock,United States,,Finance,Finance Companies
PMTU,PennyMac Mortgage Investment Trust 8.50% Senior Notes due 2028,United States,2023,,
PMVP,PMV Pharmaceuticals Inc. Common Stock,United States,2020,Health Care, Medicinal Chemicals and Botanical Products 
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest,United States,2002,Finance,Trusts Except Educational Religious and Charitable
PNBK,Patriot National Bancorp Inc. Common Stock,United States,,Finance,Major Banks
PNC,PNC Financial Services Group Inc. (The) Common Stock,United States,,Finance,Major Banks
PNF,PIMCO New York Municipal Income Fund Common Stock,United States,2001,Finance,Finance Companies
PNFP,Pinnacle Financial Partners Inc. Common Stock,United States,,Finance,Major Banks
PNFPP,Pinnacle Financial Partners Inc. Depositary shares of Pinnacle Financial Partners Inc. each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,,Finance,Major Banks
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,United States,2002,Finance,Trusts Except Educational Religious and Charitable
PNM,PNM Resources Inc. (Holding Co.) Common Stock,United States,,Utilities,Electric Utilities: Central
PNNT,PennantPark Investment Corporation Common Stock,United States,2022,Finance,Finance: Consumer Services
PNR,Pentair plc. Ordinary Share,Switzerland,,Industrials,Industrial Machinery/Components
PNRG,PrimeEnergy Resources Corporation Common Stock,United States,,Energy,Oil & Gas Production
PNST,Pinstripes Holdings Inc. Class A Common Stock,,2022,Finance,Blank Checks
PNTG,The Pennant Group Inc. Common Stock ,United States,,Health Care,Medical/Nursing Services
PNW,Pinnacle West Capital Corporation Common Stock,United States,,Utilities,Electric Utilities: Central
POAI,Predictive Oncology Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
POCI,Precision Optics Corporation Inc. Common stock,United States,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PODC,PodcastOne Inc. Common Stock,United States,,,
PODD,Insulet Corporation Common Stock,United States,2007,Health Care,Medical/Dental Instruments
POET,POET Technologies Inc. Common Shares,Canada,,Technology,Semiconductors
POL,Polished Inc. Common Stock,United States,2020,Consumer Discretionary,Home Furnishings
POLA,Polar Power Inc. Common Stock,United States,2016,Miscellaneous,Industrial Machinery/Components
POOL,Pool Corporation Common Stock,United States,1995,Consumer Discretionary,Industrial Specialties
POR,Portland General Electric Co Common Stock,United States,,Utilities,Electric Utilities: Central
PORT,Southport Acquisition Corporation Class A Common Stock,,2022,Finance,Blank Checks
POST,Post Holdings Inc. Common Stock,United States,2012,Consumer Staples,Packaged Foods
POWI,Power Integrations Inc. Common Stock,United States,1997,Technology,Semiconductors
POWL,Powell Industries Inc. Common Stock,United States,,Energy,Electrical Products
POWW,AMMO Inc. Common Stock,United States,,Industrials,Ordnance And Accessories
POWWP,AMMO Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,Industrials,Ordnance And Accessories
PPBI,Pacific Premier Bancorp Inc,United States,,Finance,Major Banks
PPBT,Purple Biotech Ltd. American Depositary Shares,Israel,2015,Health Care,Biotechnology: Pharmaceutical Preparations
PPC,Pilgrim's Pride Corporation Common Stock,United States,,Consumer Staples,Meat/Poultry/Fish
PPG,PPG Industries Inc. Common Stock,United States,,Consumer Discretionary,Paints/Coatings
PPHP,PHP Ventures Acquisition Corp. Class A Common Stock,Malaysia,2021,Finance,Blank Checks
PPIH,Perma-Pipe International Holdings Inc. Common Stock,United States,,Industrials,Pollution Control Equipment
PPL,PPL Corporation Common Stock,United States,,Utilities,Electric Utilities: Central
PPSI,Pioneer Power Solutions Inc. Common Stock,United States,,Industrials,Electrical Products
PPT,Putnam Premier Income Trust Common Stock,United States,1988,Finance,Finance Companies
PPTA,Perpetua Resources Corp. Common Shares,Canada,,,
PPYA,Papaya Growth Opportunity Corp. I Class A Common Stock,United States,2022,Finance,Blank Checks
PPYAW,Papaya Growth Opportunity Corp. I Warrant,United States,2022,Finance,Blank Checks
PR,Permian Resources Corporation Class A Common Stock,United States,2022,Energy,Oil & Gas Production
PRA,ProAssurance Corporation Common Stock,United States,,Finance,Property-Casualty Insurers
PRAA,PRA Group Inc. Common Stock,United States,2002,Finance,Finance: Consumer Services
PRAX,Praxis Precision Medicines Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
PRCH,Porch Group Inc. Common Stock,United States,2020,Technology,Computer Software: Prepackaged Software
PRCT,PROCEPT BioRobotics Corporation Common Stock,United States,2021,Health Care,Medical Specialities
PRDO,Perdoceo Education Corporation Common Stock,United States,,Consumer Discretionary,Other Consumer Services
PRE,Prenetics Global Limited Class A Ordinary Share,Hong Kong,,Industrials,Biotechnology: Laboratory Analytical Instruments
PRE^J,PartnerRe Ltd. 4.875% Fixed Rate Non-Cumulative Redeemable Preferred Shares Series J,Bermuda,,,
PRENW,Prenetics Global Limited Warrant,Hong Kong,,Industrials,Biotechnology: Laboratory Analytical Instruments
PRFT,Perficient Inc. Common Stock,United States,1999,Technology,EDP Services
PRFX,PainReform Ltd. Ordinary Shares,Israel,2020,Health Care,Biotechnology: Pharmaceutical Preparations
PRG,PROG Holdings Inc. Common Stock,United States,,Consumer Discretionary,Diversified Commercial Services
PRGO,Perrigo Company plc Ordinary Shares,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PRGS,Progress Software Corporation Common Stock (DE),United States,1991,Technology,Computer Software: Prepackaged Software
PRH,Prudential Financial Inc. 5.950% Junior Subordinated Notes due 2062,United States,2022,Finance,Life Insurance
PRI,Primerica Inc. Common Stock,United States,2010,Finance,Life Insurance
PRIF^D,Priority Income Fund Inc. 7.00% Series D Term Preferred Stock due 2029,,,,
PRIF^F,Priority Income Fund Inc. 6.625% Series F Term Preferred Stock due 2027,,,,
PRIF^G,Priority Income Fund Inc. 6.25% Series G Preferred Stock Due 2026,,,,
PRIF^H,Priority Income Fund Inc. 6.00% Series H Term Preferred Stock due 2026,,,,
PRIF^I,Priority Income Fund Inc. 6.125% Series I Term Preferred Stock due 2028,,,,
PRIF^J,Priority Income Fund Inc. 6.000% Series J Term Preferred Stock due 2028,,,,
PRIF^K,Priority Income Fund Inc. 7.000% Series K Cumulative Preferred Stock,,,,
PRIF^L,Priority Income Fund Inc. 6.375% Series L Term Preferred Stock Due 2029,,,,
PRIM,Primoris Services Corporation Common Stock,United States,,Industrials,Water Sewer Pipeline Comm & Power Line Construction
PRK,Park National Corporation Common Stock,United States,1994,Finance,Major Banks
PRLB,Proto Labs Inc. Common stock,United States,2012,Industrials,Metal Fabrications
PRLD,Prelude Therapeutics Incorporated Common Stock,United States,2020,Health Care, Medicinal Chemicals and Botanical Products 
PRM,Perimeter Solutions SA Ordinary Shares,Luxembourg,2021,Consumer Discretionary,Newspapers/Magazines
PRME,Prime Medicine Inc. Common Stock,United States,2022,Health Care, Medicinal Chemicals and Botanical Products 
PRMW,Primo Water Corporation Common Stock,Canada,,Consumer Staples,Farming/Seeds/Milling
PRO,PROS Holdings Inc. Common Stock,United States,2007,Technology,EDP Services
PROC,Procaps Group S.A. Ordinary Shares,Luxembourg,,Health Care,Biotechnology: Pharmaceutical Preparations
PROCW,Procaps Group S.A. Warrants,Luxembourg,,Health Care,Biotechnology: Pharmaceutical Preparations
PROF,Profound Medical Corp. Common Stock,Canada,,,
PROK,ProKidney Corp. Class A Ordinary Shares,United States,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PROP,Prairie Operating Co. Common Stock,United States,,Finance,Investment Bankers/Brokers/Service
PROV,Provident Financial Holdings Inc. Common Stock,United States,,Finance,Savings Institutions
PRPH,ProPhase Labs Inc. Common Stock (DE),United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PRPL,Purple Innovation Inc. Common Stock,United States,2015,Consumer Discretionary,Home Furnishings
PRPO,Precipio Inc.  Common Stock,United States,,Industrials,Biotechnology: Laboratory Analytical Instruments
PRQR,ProQR Therapeutics N.V. Ordinary Shares,Netherlands,2014,Health Care,Biotechnology: Pharmaceutical Preparations
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058,United States,2018,Finance,Life Insurance
PRSO,Peraso Inc. Common Stock,United States,,Technology,Semiconductors
PRST,Presto Automation Inc. Common Stock,United States,2021,Technology,EDP Services
PRT,PermRock Royalty Trust Trust Units,United States,2018,Energy,Oil & Gas Production
PRTA,Prothena Corporation plc Ordinary Shares,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PRTC,PureTech Health plc American Depositary Shares,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
PRTG,Portage Biotech Inc. Common Stock,Canada,,Energy,Oil & Gas Production
PRTH,Priority Technology Holdings Inc. Common Stock,United States,2016,Consumer Discretionary,Business Services
PRTS,CarParts.com Inc. Common Stock,United States,2007,Consumer Discretionary,Auto & Home Supply Stores
PRU,Prudential Financial Inc. Common Stock,United States,2001,Finance,Life Insurance
PRVA,Privia Health Group Inc. Common Stock,United States,2021,Technology,Retail: Computer Software & Peripheral Equipment
PRZO,ParaZero Technologies Ltd. Ordinary Shares,Israel,2023,,
PSA,Public Storage Common Stock,United States,,Real Estate,Real Estate Investment Trusts
PSA^F,Public Storage Depositary Shares Each Representing 1/1000 of a 5.15% Cumulative Preferred Share of Beneficial Interest Series F par value $0.01 per share,United States,,,
PSA^G,Public Storage Depositary Shares Each Representing 1/1000 of a 5.05% Cumulative Preferred Share of Beneficial Interest Series G,United States,,,
PSA^H,Public Storage Depositary Shares Each Representing 1/1000 of a  5.60% Cumulative Preferred  Share of Beneficial Interest Series H,United States,,,
PSA^I,Public Storage Depositary Shares Each Representing 1/1000 of a 4.875% Cumulative Preferred Share of Beneficial Interest Series I par value $0.01 per share,United States,,,
PSA^J,Public Storage Depositary Shares Each Representing 1/1000 of a 4.700% Cumulative Preferred Share of Beneficial Interest Series J par value $0.01 per share,United States,,,
PSA^K,Public Storage Depositary Shares Each Representing 1/1000 of a 4.75% Cumulative Preferred Share of Beneficial Interest Series K,United States,,,
PSA^L,Public Storage Depositary Shares Each Representing 1/1000 of a 4.625% Cumulative Preferred Share of Beneficial Interest Series L par value $0.01 per share,United States,,,
PSA^M,Public Storage Depositary Shares Each Representing 1/1000 of a 4.125% Cumulative Preferred Share of Beneficial Interest Series M,United States,,,
PSA^N,Public Storage Depositary Shares Each Representing 1/1000 of a 3.875% Cumulative Preferred Share of Beneficial Interest Series N,United States,,,
PSA^O,Public Storage Depositary Shares Each Representing 1/1000 of a 3.900% Cumulative Preferred Share of Beneficial Interest Series O,United States,,,
PSA^P,Public Storage Depositary Shares Each Representing 1/1000 of a 4.000% Cumulative Preferred Share of Bene cial Interest Series P,United States,,,
PSA^Q,Public Storage Depositary Shares Each Representing 1/1000 of a 3.950% Cumulative Preferred Share of Beneficial Interest Series Q par value $0.01 per share,United States,,,
PSA^R,Public Storage Depositary Shares Each Representing 1/1000 of a 4.00% Cumulative Preferred Share of Bene cial Interest Series R,United States,,,
PSA^S,Public Storage Depositary Shares Each Representing 1/1000 of a 4.100% Cumulative Preferred Share of Beneficial Interest Series S,United States,,,
PSEC,Prospect Capital Corporation Common Stock,United States,2004,Finance,Finance: Consumer Services
PSEC^A,Prospect Capital Corporation 5.35% Series A Fixed Rate Cumulative Perpetual Preferred Stock,United States,,,
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock,,2010,Finance,Investment Managers
PSFE,Paysafe Limited Common Shares,,2021,Consumer Discretionary,Business Services
PSHG,Performance Shipping Inc. Common Shares,Greece,,Consumer Discretionary,Marine Transportation
